cds,rtype,schoolname,districtname,countyname,charter_flag,coe_flag,dass_flag,studentgroup,currprogressed,currmaintainPL4,currmaintainOth,currdeclined,currprogressed_Alternate,currmaintainPL3_Alternate,currnotprognotmain_Alternate,curr95,currnumer,currdenom,currstatus,priorprogressed,priormaintainPL4,priormaintainOth,priordeclined,priorprogressed_Alternate,priormaintainPL3_Alternate,priornotprognotmain_Alternate,prior95,priornumer,priordenom,priorstatus,change,statuslevel,changelevel,color,ImageURL,box,currnsizemet,priornsizemet,accountabilitymet,indicator,reportingyear
15634200000000,D,,Di Giorgio Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,9,,15,0,0,0,0,0,0,0,15,15,100,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,Y,,ELPI,2024
15634206009419,S,Di Giorgio Elementary,Di Giorgio Elementary,Kern,,,,English Learner,35,0,22,11,0,0,0,0,35,68,51.5,45,0,11,18,0,0,0,0,45,74,60.8,-9.3,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15634206009419,S,Di Giorgio Elementary,Di Giorgio Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,9,,15,0,0,0,0,0,0,0,15,15,100,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634380000000,D,,Edison Elementary,Kern,,,,English Learner,109,1,80,34,2,1,2,0,113,229,49.3,94,0,75,56,3,1,2,0,98,231,42.4,6.9,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634380000000,D,,Edison Elementary,Kern,,,,Long-Term English Learner,27,0,18,9,1,0,0,0,28,55,50.9,18,0,16,7,2,0,0,0,20,43,46.5,4.4,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634386009435,S,Edison Middle,Edison Elementary,Kern,,,,English Learner,48,1,36,17,2,1,0,0,52,105,49.5,38,0,34,23,1,1,1,0,40,98,40.8,8.7,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634386009435,S,Edison Middle,Edison Elementary,Kern,,,,Long-Term English Learner,27,0,17,9,1,0,0,0,28,54,51.9,18,0,16,7,1,0,0,0,19,42,45.2,6.6,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634386009443,S,Orangewood Elementary,Edison Elementary,Kern,,,,English Learner,61,0,43,16,0,0,1,0,61,121,50.4,56,0,41,33,0,0,1,0,56,131,42.7,7.7,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634460000000,D,,Elk Hills Elementary,Kern,,,,English Learner,,,,,,,,0,,9,,,,,,,,,0,,3,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634460000000,D,,Elk Hills Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,4,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634466009450,S,Elk Hills Elementary,Elk Hills Elementary,Kern,,,,English Learner,,,,,,,,0,,9,,,,,,,,,0,,3,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634466009450,S,Elk Hills Elementary,Elk Hills Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,4,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634610000000,D,,Fairfax Elementary,Kern,,,,English Learner,317,6,223,104,2,1,2,0,326,655,49.8,322,1,233,103,2,2,3,0,327,666,49.1,0.7,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
15634610000000,D,,Fairfax Elementary,Kern,,,,Long-Term English Learner,70,5,43,26,0,0,0,0,75,144,52.1,67,1,39,20,1,1,0,0,70,129,54.3,-2.2,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15634610106690,S,Shirley Lane Elementary,Fairfax Elementary,Kern,,,,English Learner,62,0,47,24,0,0,1,0,62,134,46.3,71,0,50,23,0,1,2,0,72,147,49,-2.7,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15634610106690,S,Shirley Lane Elementary,Fairfax Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,4,,,,,,,,,0,,4,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634610107987,S,Fairfax Junior High,Fairfax Elementary,Kern,,,,English Learner,69,6,46,22,2,1,1,0,78,147,53.1,67,1,42,18,1,1,0,0,70,130,53.8,-0.8,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
15634610107987,S,Fairfax Junior High,Fairfax Elementary,Kern,,,,Long-Term English Learner,61,5,38,21,0,0,0,0,66,125,52.8,58,1,35,18,1,1,0,0,61,114,53.5,-0.7,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
15634610129130,S,Zephyr Lane Elementary,Fairfax Elementary,Kern,,,,English Learner,94,0,65,26,0,0,0,0,94,185,50.8,102,0,66,20,0,0,0,0,102,188,54.3,-3.4,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15634610129130,S,Zephyr Lane Elementary,Fairfax Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,10,,,,,,,,,0,,5,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634616009500,S,Virginia Avenue Elementary,Fairfax Elementary,Kern,,,,English Learner,91,0,63,32,0,0,0,0,91,186,48.9,81,0,75,42,0,0,0,0,81,198,40.9,8,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634616009500,S,Virginia Avenue Elementary,Fairfax Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,5,,,,,,,,,0,,6,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634790000000,D,,Fruitvale Elementary,Kern,,,,English Learner,70,10,45,23,0,0,0,0,80,148,54.1,62,14,39,35,0,0,0,0,76,150,50.7,3.4,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634790000000,D,,Fruitvale Elementary,Kern,,,,Long-Term English Learner,8,1,2,1,0,0,0,0,9,12,75,14,2,2,2,0,0,0,0,16,20,80,-5,5,2,0,https://i.imgur.com/hWgtiPF.png,0,N,Y,,ELPI,2024
15634796101588,S,Quailwood Elementary,Fruitvale Elementary,Kern,,,,English Learner,8,0,2,4,0,0,0,0,8,14,57.1,5,0,2,5,0,0,0,0,5,12,41.7,15.5,4,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634796104004,S,Fruitvale Junior High,Fruitvale Elementary,Kern,,,,English Learner,9,1,4,0,0,0,0,0,10,14,71.4,14,2,1,1,0,0,0,0,16,18,88.9,-17.5,5,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634796104004,S,Fruitvale Junior High,Fruitvale Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,10,,13,2,1,1,0,0,0,0,15,17,88.2,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634796109987,S,Discovery Elementary,Fruitvale Elementary,Kern,,,,English Learner,16,3,15,8,0,0,0,0,19,42,45.2,16,3,15,10,0,0,0,0,19,44,43.2,2.1,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15634796112783,S,Columbia Elementary,Fruitvale Elementary,Kern,,,,English Learner,16,2,12,3,0,0,0,0,18,33,54.5,10,2,9,9,0,0,0,0,12,30,40,14.5,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
15634796112783,S,Columbia Elementary,Fruitvale Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634796112791,S,Endeavour Elementary,Fruitvale Elementary,Kern,,,,English Learner,21,4,12,8,0,0,0,0,25,45,55.6,17,7,12,10,0,0,0,0,24,46,52.2,3.4,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
15634796112791,S,Endeavour Elementary,Fruitvale Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634870000000,D,,General Shafter Elementary,Kern,,,,English Learner,6,0,16,12,0,0,1,0,6,35,17.1,12,0,13,2,0,0,0,0,12,27,44.4,-27.3,1,1,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15634870000000,D,,General Shafter Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,6,,,,,,,,,0,,7,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15634876009534,S,General Shafter Elementary,General Shafter Elementary,Kern,,,,English Learner,6,0,16,12,0,0,0,0,6,34,17.6,12,0,13,2,0,0,0,0,12,27,44.4,-26.8,1,1,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15634876009534,S,General Shafter Elementary,General Shafter Elementary,Kern,,,,Long-Term English Learner,,,,,,,,0,,6,,,,,,,,,0,,7,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635030000000,D,,Greenfield Union,Kern,,,,English Learner,738,4,548,280,4,0,5,0,746,1579,47.2,859,12,515,272,6,0,9,0,877,1673,52.4,-5.2,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15635030000000,D,,Greenfield Union,Kern,,,,Long-Term English Learner,82,2,45,28,0,0,0,0,84,157,53.5,122,8,55,26,0,0,0,0,130,211,61.6,-8.1,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15635030100685,S,Valle Verde Elementary,Greenfield Union,Kern,,,,English Learner,52,0,77,53,0,0,0,0,52,182,28.6,119,0,84,22,0,0,0,0,119,225,52.9,-24.3,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635030101014,S,McKee Middle,Greenfield Union,Kern,,,,English Learner,65,1,38,11,0,0,0,0,66,115,57.4,79,7,50,20,0,0,0,0,86,156,55.1,2.3,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
15635030101014,S,McKee Middle,Greenfield Union,Kern,,,,Long-Term English Learner,40,1,18,8,0,0,0,0,41,67,61.2,47,6,30,14,0,0,0,0,53,97,54.6,6.6,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
15635030110767,S,Horizon Elementary,Greenfield Union,Kern,,,,English Learner,82,0,66,38,1,0,1,0,83,188,44.1,59,1,52,60,0,0,3,0,60,175,34.3,9.9,2,4,3,https://i.imgur.com/rZPpjuJ.png,190,Y,Y,Y,ELPI,2024
15635030116715,S,Granite Pointe Elementary,Greenfield Union,Kern,,,,English Learner,47,0,28,13,0,0,0,0,47,88,53.4,84,0,50,19,0,0,0,0,84,153,54.9,-1.5,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
15635030120865,S,Greenfield Community,Greenfield Union,Kern,,,Y,English Learner,,,,,,,,0,,3,,,,,,,,,0,,3,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635030120865,S,Greenfield Community,Greenfield Union,Kern,,,Y,Long-Term English Learner,,,,,,,,0,,2,,,,,,,,,0,,3,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635030141903,S,Crescent Elementary,Greenfield Union,Kern,,,,English Learner,46,0,28,18,0,0,0,0,46,92,50,,,,,,,,0,,0,,,3,0,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15635036009559,S,Fairview Elementary,Greenfield Union,Kern,,,,English Learner,85,0,47,20,2,0,0,0,87,154,56.5,98,0,44,30,1,0,3,0,99,176,56.3,0.2,4,3,4,https://i.imgur.com/ddAH9me.png,80,Y,Y,Y,ELPI,2024
15635036009567,S,Greenfield Middle,Greenfield Union,Kern,,,,English Learner,45,0,36,17,0,0,0,0,45,98,45.9,63,0,24,9,0,0,0,1,63,97,64.9,-19,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
15635036009567,S,Greenfield Middle,Greenfield Union,Kern,,,,Long-Term English Learner,19,0,15,12,0,0,0,0,19,46,41.3,40,0,11,8,0,0,0,1,40,60,66.7,-25.4,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
15635036009583,S,Prosperity Elementary,Greenfield Union,Kern,,,,English Learner,51,0,34,14,0,0,0,0,51,99,51.5,45,0,37,23,0,0,0,0,45,105,42.9,8.7,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15635036009591,S,Planz Elementary,Greenfield Union,Kern,,,,English Learner,55,0,58,25,0,0,0,0,55,138,39.9,63,0,50,29,0,0,1,0,63,143,44.1,-4.2,2,2,2,https://i.imgur.com/AynDLG5.png,170,Y,Y,Y,ELPI,2024
15635036108468,S,W. A. Kendrick Elementary,Greenfield Union,Kern,,,,English Learner,71,0,43,21,0,0,0,0,71,135,52.6,68,1,34,20,0,0,0,0,69,123,56.1,-3.5,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
15635036111157,S,Raffaello Palla Elementary,Greenfield Union,Kern,,,,English Learner,75,1,66,37,0,0,0,0,76,179,42.5,119,0,65,35,0,0,0,0,119,219,54.3,-11.9,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
15635036112270,S,Leon H. Ollivier Middle,Greenfield Union,Kern,,,,English Learner,64,2,22,10,0,0,0,0,66,98,67.3,59,3,23,2,1,0,0,0,63,88,71.6,-4.2,5,2,4,https://i.imgur.com/ddAH9me.png,20,Y,Y,Y,ELPI,2024
15635036112270,S,Leon H. Ollivier Middle,Greenfield Union,Kern,,,,Long-Term English Learner,23,1,10,7,0,0,0,0,24,41,58.5,35,2,13,1,0,0,0,0,37,51,72.5,-14,4,1,2,https://i.imgur.com/AynDLG5.png,60,Y,Y,Y,ELPI,2024
15635290000000,D,,Kern High,Kern,,,,English Learner,1533,0,1304,776,10,2,13,0,1545,3638,42.5,1392,0,1311,765,3,3,17,0,1398,3491,40,2.4,2,4,3,https://i.imgur.com/rZPpjuJ.png,190,Y,Y,Y,ELPI,2024
15635290000000,D,,Kern High,Kern,,,,Long-Term English Learner,1243,0,827,733,5,1,8,0,1249,2817,44.3,1131,0,882,720,1,2,9,0,1134,2745,41.3,3,2,4,3,https://i.imgur.com/rZPpjuJ.png,190,Y,Y,Y,ELPI,2024
15635290100198,S,Golden Valley High,Kern High,Kern,,,,English Learner,99,0,66,22,0,0,1,0,99,188,52.7,93,0,77,47,0,0,0,0,93,217,42.9,9.8,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15635290100198,S,Golden Valley High,Kern High,Kern,,,,Long-Term English Learner,79,0,41,22,0,0,0,0,79,142,55.6,75,0,55,41,0,0,0,0,75,171,43.9,11.8,4,5,5,https://i.imgur.com/3zBSYLM.png,100,Y,Y,Y,ELPI,2024
15635290110999,S,Frontier High,Kern High,Kern,,,,English Learner,20,0,21,6,0,1,2,0,21,50,42,10,0,16,14,0,1,1,0,11,42,26.2,15.8,2,5,3,https://i.imgur.com/rZPpjuJ.png,200,Y,Y,Y,ELPI,2024
15635290110999,S,Frontier High,Kern High,Kern,,,,Long-Term English Learner,18,0,10,5,0,0,2,0,18,35,51.4,6,0,10,13,0,0,1,0,6,30,20,31.4,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
15635290116392,S,Independence High,Kern High,Kern,,,,English Learner,57,0,11,7,0,0,0,0,57,75,76,46,0,24,9,0,0,0,0,46,79,58.2,17.8,5,5,5,https://i.imgur.com/3zBSYLM.png,50,Y,Y,Y,ELPI,2024
15635290116392,S,Independence High,Kern High,Kern,,,,Long-Term English Learner,36,0,8,6,0,0,0,0,36,50,72,35,0,17,8,0,0,0,0,35,60,58.3,13.7,5,5,5,https://i.imgur.com/3zBSYLM.png,50,Y,Y,Y,ELPI,2024
15635290116400,S,Mira Monte High,Kern High,Kern,,,,English Learner,111,0,137,103,0,0,2,0,111,353,31.4,88,0,128,121,0,0,0,6,88,343,25.7,5.8,1,4,2,https://i.imgur.com/AynDLG5.png,240,Y,Y,Y,ELPI,2024
15635290116400,S,Mira Monte High,Kern High,Kern,,,,Long-Term English Learner,94,0,92,97,0,0,1,0,94,284,33.1,78,0,86,112,0,0,0,4,78,280,27.9,5.2,1,4,2,https://i.imgur.com/AynDLG5.png,240,Y,Y,Y,ELPI,2024
15635290125062,S,Tierra Del Sol Continuation High,Kern High,Kern,,,Y,English Learner,12,0,12,14,0,0,0,0,12,38,31.6,5,0,10,11,0,0,0,0,5,26,19.2,12.3,1,5,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15635290125062,S,Tierra Del Sol Continuation High,Kern High,Kern,,,Y,Long-Term English Learner,12,0,12,14,0,0,0,0,12,38,31.6,4,0,10,11,0,0,0,0,4,25,16,15.6,1,5,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15635290141101,S,Del Oro High,Kern High,Kern,,,,English Learner,47,0,80,71,0,0,0,0,47,198,23.7,56,0,50,23,0,0,0,0,56,129,43.4,-19.7,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635290141101,S,Del Oro High,Kern High,Kern,,,,Long-Term English Learner,36,0,51,69,0,0,0,0,36,156,23.1,50,0,32,23,0,0,0,0,50,105,47.6,-24.5,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291530021,S,Central Valley High (Continuation),Kern High,Kern,,,Y,English Learner,18,0,9,7,0,0,0,0,18,34,52.9,17,0,9,9,0,0,0,1,17,36,47.2,5.7,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15635291530021,S,Central Valley High (Continuation),Kern High,Kern,,,Y,Long-Term English Learner,18,0,8,7,0,0,0,0,18,33,54.5,16,0,9,9,0,0,0,1,16,35,45.7,8.8,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15635291530047,S,Nueva Continuation High,Kern High,Kern,,,Y,English Learner,13,0,6,3,0,0,0,0,13,22,59.1,6,0,10,12,0,0,0,0,6,28,21.4,37.7,4,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291530047,S,Nueva Continuation High,Kern High,Kern,,,Y,Long-Term English Learner,13,0,6,3,0,0,0,0,13,22,59.1,6,0,10,12,0,0,0,0,6,28,21.4,37.7,4,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291530112,S,Vista West Continuation High,Kern High,Kern,,,Y,English Learner,11,0,2,2,0,0,0,0,11,15,73.3,7,0,4,1,0,0,0,0,7,12,58.3,15,5,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291530112,S,Vista West Continuation High,Kern High,Kern,,,Y,Long-Term English Learner,11,0,2,2,0,0,0,0,11,15,73.3,7,0,4,1,0,0,0,0,7,12,58.3,15,5,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291530252,S,Arvin High,Kern High,Kern,,,,English Learner,315,0,177,96,0,0,0,0,315,588,53.6,197,0,239,139,0,0,0,0,197,575,34.3,19.3,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
15635291530252,S,Arvin High,Kern High,Kern,,,,Long-Term English Learner,284,0,109,94,0,0,0,0,284,487,58.3,178,0,173,134,0,0,0,0,178,485,36.7,21.6,4,5,5,https://i.imgur.com/3zBSYLM.png,100,Y,Y,Y,ELPI,2024
15635291530344,S,Stockdale High,Kern High,Kern,,,,English Learner,31,0,10,10,0,0,0,0,31,51,60.8,20,0,14,4,0,0,0,0,20,38,52.6,8.2,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
15635291530344,S,Stockdale High,Kern High,Kern,,,,Long-Term English Learner,20,0,8,8,0,0,0,0,20,36,55.6,12,0,11,4,0,0,0,0,12,27,44.4,11.1,4,5,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15635291530369,S,Centennial High,Kern High,Kern,,,,English Learner,29,0,23,4,0,0,0,0,29,56,51.8,35,0,14,7,0,0,0,0,35,56,62.5,-10.7,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
15635291530369,S,Centennial High,Kern High,Kern,,,,Long-Term English Learner,16,0,13,4,0,0,0,0,16,33,48.5,23,0,5,5,0,0,0,0,23,33,69.7,-21.2,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
15635291530385,S,Ridgeview High,Kern High,Kern,,,,English Learner,97,0,71,46,0,0,1,0,97,215,45.1,74,0,76,61,0,0,1,0,74,212,34.9,10.2,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
15635291530385,S,Ridgeview High,Kern High,Kern,,,,Long-Term English Learner,76,0,51,37,0,0,1,0,76,165,46.1,61,0,58,57,0,0,1,0,61,177,34.5,11.6,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
15635291530435,S,Kern Workforce 2000 Academy,Kern High,Kern,Y,,Y,English Learner,37,0,26,35,0,0,0,17,37,115,32.2,34,0,26,42,0,0,0,14,34,116,29.3,2.9,1,4,2,https://i.imgur.com/AynDLG5.png,240,Y,Y,Y,ELPI,2024
15635291530435,S,Kern Workforce 2000 Academy,Kern High,Kern,Y,,Y,Long-Term English Learner,35,0,26,35,0,0,0,17,35,113,31,32,0,24,41,0,0,0,14,32,111,28.8,2.1,1,4,2,https://i.imgur.com/AynDLG5.png,240,Y,Y,Y,ELPI,2024
15635291530476,S,Liberty High,Kern High,Kern,,,,English Learner,17,0,25,16,0,0,0,0,17,58,29.3,15,0,11,10,0,0,0,0,15,36,41.7,-12.4,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291530476,S,Liberty High,Kern High,Kern,,,,Long-Term English Learner,12,0,17,14,0,0,0,0,12,43,27.9,10,0,7,9,0,0,0,0,10,26,38.5,-10.6,1,1,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
15635291530708,S,Bakersfield High,Kern High,Kern,,,,English Learner,83,0,106,65,0,0,0,0,83,254,32.7,106,0,81,43,0,0,0,1,106,231,45.9,-13.2,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291530708,S,Bakersfield High,Kern High,Kern,,,,Long-Term English Learner,64,0,63,60,0,0,0,0,64,187,34.2,78,0,44,42,0,0,0,0,78,164,47.6,-13.3,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291532290,S,East Bakersfield High,Kern High,Kern,,,,English Learner,120,0,113,56,2,0,1,4,122,296,41.2,107,0,113,48,0,0,1,3,107,272,39.3,1.9,2,3,2,https://i.imgur.com/AynDLG5.png,180,Y,Y,Y,ELPI,2024
15635291532290,S,East Bakersfield High,Kern High,Kern,,,,Long-Term English Learner,94,0,64,51,1,0,1,6,95,217,43.8,88,0,74,44,0,0,1,2,88,209,42.1,1.7,2,3,2,https://i.imgur.com/AynDLG5.png,180,Y,Y,Y,ELPI,2024
15635291532605,S,Foothill High,Kern High,Kern,,,,English Learner,87,0,103,70,3,0,0,0,90,263,34.2,112,0,88,42,1,0,1,0,113,244,46.3,-12.1,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291532605,S,Foothill High,Kern High,Kern,,,,Long-Term English Learner,72,0,70,68,1,0,0,3,73,214,34.1,99,0,63,41,0,0,0,1,99,204,48.5,-14.4,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291533330,S,Highland High,Kern High,Kern,,,,English Learner,53,0,50,23,2,0,0,0,55,128,43,65,0,51,13,0,0,3,2,65,134,48.5,-5.5,2,2,2,https://i.imgur.com/AynDLG5.png,170,Y,Y,Y,ELPI,2024
15635291533330,S,Highland High,Kern High,Kern,,,,Long-Term English Learner,37,0,37,23,1,0,0,1,38,99,38.4,45,0,37,11,0,0,2,3,45,98,45.9,-7.5,2,2,2,https://i.imgur.com/AynDLG5.png,170,Y,Y,Y,ELPI,2024
15635291533538,S,Kern Valley High,Kern High,Kern,,,,English Learner,,,,,,,,0,,3,,,,,,,,,0,,2,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291533538,S,Kern Valley High,Kern High,Kern,,,,Long-Term English Learner,,,,,,,,0,,3,,,,,,,,,0,,2,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291534775,S,North High,Kern High,Kern,,,,English Learner,43,0,57,32,0,1,1,0,44,134,32.8,39,0,50,44,0,0,0,0,39,133,29.3,3.5,1,4,2,https://i.imgur.com/AynDLG5.png,240,Y,Y,Y,ELPI,2024
15635291534775,S,North High,Kern High,Kern,,,,Long-Term English Learner,39,0,34,32,0,1,1,0,40,107,37.4,32,0,26,41,0,0,0,2,32,101,31.7,5.7,2,4,3,https://i.imgur.com/rZPpjuJ.png,190,Y,Y,Y,ELPI,2024
15635291535087,S,Shafter High,Kern High,Kern,,,,English Learner,106,0,70,46,1,0,2,0,107,225,47.6,96,0,81,47,0,0,3,0,96,227,42.3,5.3,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15635291535087,S,Shafter High,Kern High,Kern,,,,Long-Term English Learner,86,0,51,45,0,0,1,0,86,183,47,80,0,57,46,0,0,1,0,80,184,43.5,3.5,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
15635291535392,S,South High,Kern High,Kern,,,,English Learner,54,0,93,49,0,0,1,0,54,197,27.4,101,0,99,38,0,0,1,0,101,239,42.3,-14.8,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291535392,S,South High,Kern High,Kern,,,,Long-Term English Learner,38,0,50,47,0,0,0,2,38,137,27.7,77,0,54,34,0,0,0,0,77,165,46.7,-18.9,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
15635291536325,S,Vista Continuation High,Kern High,Kern,,,Y,English Learner,7,0,10,6,0,0,0,0,7,23,30.4,12,0,10,5,0,0,0,3,12,30,40,-9.6,1,2,0,https://i.imgur.com/hWgtiPF.png,0,N,Y,,ELPI,2024
15635291536325,S,Vista Continuation High,Kern High,Kern,,,Y,Long-Term English Learner,7,0,8,5,0,0,0,0,7,20,35,10,0,10,5,0,0,0,3,10,28,35.7,-0.7,2,3,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
15635291536606,S,West High,Kern High,Kern,,,,English Learner,100,0,51,22,0,0,0,0,100,173,57.8,85,0,54,17,0,0,0,0,85,156,54.5,3.3,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
